UIM,Agreement Number,Name,Email,City,Amount
8976469450183,0873877298,Alex Garcia,alex.garcia468@mail.com,Santa Clara,7227.51
2909446315637,7052596329,Pat Miller,pat.miller256@example.com,Mountain View,4752.96
9243172406621,8537120569,John Brown,john.brown539@example.com,San Jose,5785.0
4646007361935,2419979533,Casey Brown,casey.brown363@mail.com,Cupertino,784.59
2646758753117,9309949377,Chris Davis,chris.davis435@example.com,Fremont,5935.82
9038595983232,9489702081,Riley Martinez,riley.martinez635@example.com,Palo Alto,683.59
905951377740,6055984244,Chris Miller,chris.miller928@example.com,San Jose,2448.45
1171427287844,3134539334,Alex Smith,alex.smith722@test.com,Palo Alto,6526.23
0193932181216,7606171558,John Johnson,john.johnson539@mail.com,Cupertino,7615.05
7756093134032,6772540105,Casey Miller,casey.miller542@mail.com,Sunnyvale,551.29
308200064901,2634865308,John Williams,john.williams478@example.com,Fremont,7190.6
5840084292343,3827831970,Riley Garcia,riley.garcia797@test.com,Milpitas,3155.02
7856093424932,7668921373,Pat Johnson,pat.johnson246@test.com,Milpitas,4779.89
6967440634235,5185035838,Jane Johnson,jane.johnson69@example.com,Milpitas,1514.73
6569076419855,0548957792,Morgan Rodriguez,morgan.rodriguez208@test.com,Cupertino,9758.41
4683910932383,7035686558,Jane Brown,jane.brown459@example.com,Santa Clara,2032.51
1436495515872,6911740385,Riley Miller,riley.miller392@example.com,Palo Alto,4065.22
7429036950664,1842466468,Casey Johnson,casey.johnson491@example.com,Sunnyvale,1143.19
2905370764568,0591658194,Alex Brown,alex.brown200@example.com,Santa Clara,8350.77
3768777315562,5730693808,Taylor Williams,taylor.williams993@example.com,Cupertino,1605.28
9865766147472,8432596122,Casey Brown,casey.brown490@mail.com,Milpitas,5610.32
2239793786299,5762661891,Jordan Garcia,jordan.garcia456@example.com,San Jose,2539.86
5220668761306,4524035882,John Miller,john.miller335@example.com,Palo Alto,4181.46
8541443262775,3558237422,Riley Jones,riley.jones817@example.com,Milpitas,344.27
1280601025008,7737288787,John Jones,john.jones269@mail.com,Palo Alto,3107.37
9827376612842,7988536817,Morgan Brown,morgan.brown153@test.com,Mountain View,188.67
6226289337036,5889335851,Riley Rodriguez,riley.rodriguez870@mail.com,San Jose,6180.04
2930447821743,8108684331,Morgan Brown,morgan.brown9@example.com,Mountain View,6781.26
9346505547328,9828891881,Chris Smith,chris.smith842@test.com,Milpitas,4969.94
9627480739330,3140857532,Alex Brown,alex.brown865@example.com,Cupertino,9868.16
6182162784695,4330419654,Riley Martinez,riley.martinez974@example.com,Palo Alto,1813.59
8888474514006,1322135187,John Brown,john.brown601@test.com,Cupertino,5577.56
3346284750370,7553472193,John Miller,john.miller862@mail.com,San Jose,8974.05
5808274599051,3818740504,Taylor Davis,taylor.davis274@test.com,San Jose,9701.21
6568978821763,8955117402,Alex Davis,alex.davis239@example.com,Milpitas,1875.87
5543372743629,3282797996,Pat Smith,pat.smith169@example.com,Palo Alto,789.08
6319685943819,3580840388,Riley Williams,riley.williams75@test.com,Fremont,4309.52
7430188460836,9282185079,Morgan Davis,morgan.davis292@mail.com,Cupertino,2493.74
5573457065626,965823861,Jordan Jones,jordan.jones339@test.com,Milpitas,651.1
8260547889889,8944098668,Alex Smith,alex.smith388@mail.com,Mountain View,1908.31
2956945129712,173012074,Chris Davis,chris.davis50@example.com,Cupertino,6710.13
656237735429,6556288204,Taylor Smith,taylor.smith696@mail.com,Milpitas,6356.33
0058125840374,4281140465,Casey Williams,casey.williams95@example.com,San Jose,1766.13
2294304277265,7137116816,Riley Johnson,riley.johnson488@mail.com,Mountain View,3547.35
4825929575603,0722919980,Chris Jones,chris.jones121@test.com,Cupertino,1239.26
5659350168807,0787953778,Alex Garcia,alex.garcia597@test.com,Santa Clara,8554.37
5040130404386,748474487,Alex Rodriguez,alex.rodriguez729@example.com,Santa Clara,4433.0
8974039621904,0884848587,John Davis,john.davis962@example.com,Palo Alto,7494.88
4452098506864,6007944137,Chris Garcia,chris.garcia745@mail.com,Fremont,7802.32
541417684504,3638406098,Chris Williams,chris.williams510@mail.com,Milpitas,1497.12
8003589291824,4870866678,Chris Jones,chris.jones784@mail.com,Sunnyvale,9988.17
9808226251985,668171838,Alex Smith,alex.smith109@test.com,Milpitas,6280.1
655860785148,1063240333,Pat Davis,pat.davis370@example.com,Mountain View,2232.11
3569311186225,9768539814,Morgan Brown,morgan.brown330@test.com,San Jose,7331.77
6095944982937,6480965576,Chris Brown,chris.brown878@example.com,Milpitas,6352.75
5058809357483,2644601480,Riley Garcia,riley.garcia103@test.com,Fremont,8188.41
3866421602587,2272736639,Riley Smith,riley.smith222@mail.com,Palo Alto,7164.92
3128585561714,0670734300,Jane Jones,jane.jones769@example.com,San Jose,7158.32
6112747812030,8947974320,Alex Rodriguez,alex.rodriguez56@test.com,Santa Clara,110.42
5160383244486,6149492336,John Martinez,john.martinez412@example.com,Sunnyvale,6013.26
3311503732382,039331000,Alex Rodriguez,alex.rodriguez355@test.com,Fremont,4532.0
4277265397031,1284377030,Jane Martinez,jane.martinez612@mail.com,Santa Clara,8749.54
40385547978,5553384050,Chris Garcia,chris.garcia274@mail.com,Cupertino,4100.71
4147596218905,951228664,Casey Garcia,casey.garcia289@mail.com,Sunnyvale,4350.78
1050637017783,6877730274,Riley Jones,riley.jones75@mail.com,Cupertino,9908.26
7283832575998,0063688376,Alex Brown,alex.brown845@mail.com,Milpitas,7766.34
7654618596064,4161855256,Alex Smith,alex.smith877@example.com,Milpitas,3545.81
3040966446831,4996527384,Morgan Jones,morgan.jones689@mail.com,Fremont,3367.3
8399389989609,2556254490,Taylor Martinez,taylor.martinez380@test.com,Cupertino,6506.16
805808707819,9682627924,Casey Jones,casey.jones56@example.com,Cupertino,1288.19
5485084659874,111490830,Alex Johnson,alex.johnson167@test.com,Cupertino,4027.25
3650309862504,8256623359,Pat Garcia,pat.garcia465@test.com,Santa Clara,8964.64
0304070126189,9885311693,Chris Johnson,chris.johnson104@example.com,Fremont,4677.93
455136776663,6928469224,Pat Johnson,pat.johnson50@mail.com,Milpitas,1422.69
4447660488608,2068344531,Jane Brown,jane.brown663@example.com,Palo Alto,8712.93
843870112534,7377546984,Taylor Martinez,taylor.martinez535@example.com,Palo Alto,2551.41
8073023117216,2846114240,Chris Rodriguez,chris.rodriguez865@test.com,Cupertino,8526.32
8075080702694,970596096,Chris Brown,chris.brown139@test.com,Fremont,7582.28
0420263285488,706515628,Jordan Jones,jordan.jones7@mail.com,Palo Alto,2237.57
624737566646,3178423728,Jane Miller,jane.miller624@mail.com,Palo Alto,3895.93
0604469739006,6358942150,Chris Martinez,chris.martinez982@test.com,Sunnyvale,6256.79
4732711870310,3469540468,Chris Davis,chris.davis24@test.com,Milpitas,4004.31
6144436079403,9864687282,John Martinez,john.martinez909@example.com,Palo Alto,9798.32
2561527818080,6135647684,Alex Garcia,alex.garcia904@test.com,Cupertino,3623.16
0447377718813,1393411783,Taylor Smith,taylor.smith80@mail.com,Milpitas,9031.39
8498270605970,4508615108,Jane Smith,jane.smith270@example.com,Fremont,3229.87
6620438414704,843871445,Casey Williams,casey.williams560@example.com,Santa Clara,4137.55
6336676113736,5583425759,Jane Davis,jane.davis747@mail.com,Palo Alto,8894.22
7479334263924,02961903,Alex Williams,alex.williams975@mail.com,Cupertino,4203.59
8795053384526,1143072334,Taylor Rodriguez,taylor.rodriguez644@test.com,Fremont,1894.51
1784250063850,0446662494,Casey Johnson,casey.johnson276@mail.com,Palo Alto,7798.39
4827335212318,8313710311,Alex Smith,alex.smith624@mail.com,Santa Clara,4481.78
3425708568722,4030089128,Alex Jones,alex.jones831@example.com,Palo Alto,6700.25
6826976933203,3261121577,Chris Martinez,chris.martinez146@test.com,Sunnyvale,5559.48
9411836625504,9563953913,Jordan Davis,jordan.davis330@test.com,Cupertino,6438.25
3341545696957,9607731285,Morgan Martinez,morgan.martinez757@example.com,Santa Clara,2920.48
8633883895003,1641293084,Chris Jones,chris.jones693@test.com,San Jose,4413.27
1722141372294,4554729728,Jane Miller,jane.miller603@mail.com,Palo Alto,296.16
1189888352336,6430973208,Chris Davis,chris.davis2@mail.com,Sunnyvale,5253.36
1307713786021,4340885040,Casey Rodriguez,casey.rodriguez932@mail.com,Cupertino,6396.91
0297908074025,0174657241,Alex Jones,alex.jones709@mail.com,Sunnyvale,941.33
2821260648064,6826054874,John Williams,john.williams359@test.com,Mountain View,9009.42
6366922491488,1080821291,Taylor Smith,taylor.smith799@mail.com,Sunnyvale,9933.69
0580092504224,5496938970,Morgan Rodriguez,morgan.rodriguez206@example.com,San Jose,676.93
9000298744848,499586071,Jordan Davis,jordan.davis639@test.com,Fremont,7930.11
9064902303495,2772853935,Casey Davis,casey.davis689@example.com,Santa Clara,4419.48
7440682158748,0319551263,Jordan Johnson,jordan.johnson992@test.com,Mountain View,2105.57
5891018795524,5550137088,Jane Brown,jane.brown453@test.com,San Jose,6930.77
0187679844749,253474852,Morgan Brown,morgan.brown884@mail.com,Milpitas,4479.98
7841218942163,1329452986,Chris Rodriguez,chris.rodriguez909@test.com,Santa Clara,2537.85
5196369009820,8370035651,Taylor Jones,taylor.jones26@test.com,Fremont,1690.46
4363027686709,7511738620,Riley Smith,riley.smith545@mail.com,Mountain View,252.43
6228821916220,3198872429,Alex Johnson,alex.johnson589@mail.com,Fremont,2704.12
8982036141702,3127808259,Jane Miller,jane.miller757@example.com,Cupertino,7710.91
3126530227781,2517847399,Taylor Miller,taylor.miller875@mail.com,Cupertino,587.57
3381239551474,9738749580,Jordan Jones,jordan.jones464@test.com,San Jose,2082.22
4762263021837,322732142,Casey Rodriguez,casey.rodriguez501@mail.com,Palo Alto,4399.34
6990339415166,1749941927,Chris Davis,chris.davis425@test.com,Palo Alto,4737.97
0752596792266,057958620,Alex Rodriguez,alex.rodriguez752@example.com,Cupertino,590.07
1097720517489,5973735756,Alex Jones,alex.jones751@mail.com,San Jose,6486.32
5288445353483,1555782929,Chris Brown,chris.brown544@example.com,Cupertino,3935.86
101686722208,0882497883,Jane Williams,jane.williams10@mail.com,Cupertino,4819.75
5220357516986,1474035769,Taylor Garcia,taylor.garcia149@example.com,San Jose,8795.65
5365696235545,8045852492,Jane Martinez,jane.martinez185@example.com,Fremont,634.08
3495928658495,7260901601,Jordan Jones,jordan.jones44@test.com,Mountain View,2746.97
4209291375155,5761520476,John Miller,john.miller238@example.com,Sunnyvale,3255.24
7041552421730,2108174676,Jordan Miller,jordan.miller747@mail.com,San Jose,820.96
1531821608033,9573359364,Jordan Smith,jordan.smith32@mail.com,San Jose,5432.44
4973991741283,9435476580,Casey Rodriguez,casey.rodriguez105@mail.com,San Jose,660.48
6665186500680,6115162609,Pat Williams,pat.williams254@mail.com,Santa Clara,7918.07
1442384532058,3611852424,Alex Rodriguez,alex.rodriguez307@example.com,Mountain View,3432.21
5095445724268,141217970,Jane Smith,jane.smith607@mail.com,Milpitas,5002.59
0236377950961,3855858465,Riley Williams,riley.williams193@test.com,Palo Alto,5020.75
1694577687282,4407450648,Chris Williams,chris.williams386@mail.com,San Jose,2538.25
5736530676591,7165815325,Casey Williams,casey.williams109@example.com,Fremont,6609.97
2092262794816,0862438046,Riley Garcia,riley.garcia395@test.com,Palo Alto,4078.05
3307897969043,2363402670,John Miller,john.miller401@example.com,Mountain View,9599.16
4777630997941,2730468932,Alex Smith,alex.smith960@mail.com,San Jose,4619.21
466363474296,2075576235,Pat Jones,pat.jones112@test.com,Mountain View,6489.59
1925452727322,8943583466,Jordan Miller,jordan.miller888@mail.com,Mountain View,2094.36
5848289415694,3851334046,Jane Williams,jane.williams521@example.com,Palo Alto,2055.66
8697638132668,5807902895,Taylor Jones,taylor.jones113@mail.com,San Jose,3291.51
177266849782,7555482216,Chris Brown,chris.brown522@mail.com,Palo Alto,2108.74
9630189387237,4688693677,John Davis,john.davis170@example.com,Mountain View,3536.15
1234739890830,3560553211,John Brown,john.brown546@example.com,San Jose,1250.36
0468310841600,6873669536,Alex Jones,alex.jones138@example.com,Fremont,4594.69
0480886128875,9723614556,Morgan Martinez,morgan.martinez807@mail.com,Sunnyvale,6529.52
2986278375284,41323804,Pat Jones,pat.jones107@test.com,Mountain View,9388.25
7666165467829,5981159282,Taylor Martinez,taylor.martinez54@example.com,Sunnyvale,9439.99
0396948543487,4270981484,Jordan Rodriguez,jordan.rodriguez802@mail.com,Palo Alto,1684.04
8991610332229,0000306290,Chris Martinez,chris.martinez642@example.com,Palo Alto,8582.7
8904949236518,9279085557,Jane Johnson,jane.johnson688@example.com,Santa Clara,8493.17
8736702639188,7239565076,Alex Jones,alex.jones612@test.com,Cupertino,6243.65
4554991340359,0970457120,Alex Brown,alex.brown274@mail.com,Mountain View,6636.56
464464906325,3972259465,Morgan Jones,morgan.jones782@example.com,Cupertino,9658.67
2897238798291,8131652630,Jane Jones,jane.jones468@test.com,Palo Alto,9780.92
5141766401847,1522066843,Morgan Rodriguez,morgan.rodriguez188@example.com,Santa Clara,5648.84
9224918494643,803597957,Chris Miller,chris.miller948@mail.com,Palo Alto,6705.02
9126067041688,3930428675,Casey Garcia,casey.garcia689@example.com,Sunnyvale,7871.35
6469589454812,2774892443,Riley Johnson,riley.johnson791@example.com,Santa Clara,6764.46
0777975855207,9852871346,Riley Garcia,riley.garcia92@mail.com,San Jose,9515.72
0930262850070,7946620705,Jane Williams,jane.williams782@mail.com,Fremont,2106.08
423036091572,2607109997,Jane Miller,jane.miller262@test.com,Fremont,7726.07
5656503841936,9063392000,Riley Davis,riley.davis304@test.com,Cupertino,8428.92
1258876109115,9548156995,Jane Davis,jane.davis374@test.com,Santa Clara,3504.92
996772032728,7246825531,Casey Johnson,casey.johnson147@example.com,Cupertino,5247.66
2380306603819,6292037977,Pat Rodriguez,pat.rodriguez478@example.com,Fremont,4431.15
1884843118750,5297437791,Jane Brown,jane.brown508@example.com,Milpitas,9307.65
1328189332722,6656661567,Riley Jones,riley.jones553@example.com,Mountain View,4935.43
1329759098566,2786568431,Morgan Martinez,morgan.martinez409@mail.com,Cupertino,4750.69
1846257693073,9214546698,Pat Davis,pat.davis627@mail.com,Santa Clara,2072.54
1395817562493,2515061573,Chris Johnson,chris.johnson352@example.com,Fremont,6968.63
0015952793983,7359022873,Jane Brown,jane.brown760@example.com,Mountain View,1584.95
1755798409367,0793853911,Pat Garcia,pat.garcia913@test.com,Fremont,2292.82
2590358471868,9626347118,Alex Jones,alex.jones834@test.com,Mountain View,4640.67
9177622169815,3729394492,Alex Martinez,alex.martinez678@mail.com,Cupertino,5653.72
6977024287364,6521087500,Jane Johnson,jane.johnson390@test.com,San Jose,5021.43
0294609862191,6664059570,Morgan Brown,morgan.brown607@test.com,Milpitas,4740.44
7206514303593,8011067665,Casey Rodriguez,casey.rodriguez152@example.com,Palo Alto,3268.47
0073759347083,3743410777,Riley Miller,riley.miller998@example.com,Palo Alto,6497.71
6676738767636,9989365419,Jane Garcia,jane.garcia534@test.com,San Jose,9670.04
3076189866129,5909050683,John Rodriguez,john.rodriguez858@example.com,San Jose,3450.74
021771373090,0300911987,Taylor Rodriguez,taylor.rodriguez845@example.com,Santa Clara,1760.53
4781159961268,2058469755,Riley Williams,riley.williams397@example.com,San Jose,7840.21
1622667395945,8413938134,Jane Rodriguez,jane.rodriguez49@mail.com,Cupertino,3753.32
548909281514,3100515848,Morgan Williams,morgan.williams681@mail.com,Palo Alto,3190.03
6602474801107,9210714902,Taylor Smith,taylor.smith275@mail.com,Santa Clara,945.26
8813916386246,8764901969,Riley Davis,riley.davis258@example.com,Fremont,4405.22
5872608652808,0736695970,John Johnson,john.johnson406@test.com,Santa Clara,5666.03
9630933850110,7432081862,Riley Williams,riley.williams528@mail.com,Sunnyvale,2637.37
3689021132304,72557461,Pat Johnson,pat.johnson639@mail.com,Fremont,9051.92
662951359869,6077913387,Alex Jones,alex.jones545@test.com,Santa Clara,7880.14
1547470329394,7458383015,Riley Miller,riley.miller614@mail.com,Mountain View,6021.93
7845358600162,5249224649,Chris Brown,chris.brown562@mail.com,Cupertino,9858.3
9802660871519,6181251779,Jane Williams,jane.williams139@test.com,San Jose,8023.12
4461681013881,4819501243,Alex Miller,alex.miller8@mail.com,Santa Clara,544.96
2491692263862,2597077797,Taylor Davis,taylor.davis847@test.com,Sunnyvale,8309.74
357062157394,5181774811,Pat Smith,pat.smith333@example.com,Milpitas,7648.53
3054019912628,9669967758,Jordan Davis,jordan.davis79@example.com,San Jose,569.9
5324265892379,1122702010,John Jones,john.jones813@example.com,San Jose,5986.16
9456026910988,8530500411,Jordan Davis,jordan.davis320@mail.com,Palo Alto,6922.31
4331091022908,3313243642,Casey Rodriguez,casey.rodriguez678@test.com,Palo Alto,9222.16
4967807846372,534950786,Taylor Johnson,taylor.johnson212@mail.com,Cupertino,344.04
7970032098631,381701791,Taylor Miller,taylor.miller393@test.com,Sunnyvale,7238.42
1642473548777,2337115854,Chris Martinez,chris.martinez152@test.com,Milpitas,2776.48
3318558155939,761672993,Casey Johnson,casey.johnson975@mail.com,Palo Alto,4067.01
501261282256,3126231884,Morgan Miller,morgan.miller783@test.com,San Jose,2442.87
0021208084430,1026110387,Riley Smith,riley.smith227@mail.com,Mountain View,1360.79
4954837220387,8094885516,Taylor Martinez,taylor.martinez878@test.com,Fremont,4405.59
389461695097,5953448265,Pat Garcia,pat.garcia390@example.com,Mountain View,6528.66
2325289568014,3671207681,Jordan Martinez,jordan.martinez946@test.com,Fremont,8270.07
1468605676152,2208966348,Morgan Davis,morgan.davis132@mail.com,Mountain View,2354.97
440417025045,4898820236,Jordan Williams,jordan.williams630@test.com,Mountain View,5996.94
1743728366471,7907907789,Alex Williams,alex.williams259@test.com,Palo Alto,5518.64
323831357567,76182821,John Rodriguez,john.rodriguez259@example.com,Sunnyvale,6108.21
8097323185879,6990058420,Jordan Garcia,jordan.garcia235@test.com,Fremont,1949.57
2251592743755,5628446505,Taylor Miller,taylor.miller382@mail.com,Cupertino,1940.69
0091487876006,7754017034,Casey Rodriguez,casey.rodriguez931@mail.com,Sunnyvale,4096.84
0630142723327,1275101944,Chris Garcia,chris.garcia410@mail.com,Santa Clara,7647.05
43083380581,9502417777,Pat Martinez,pat.martinez411@mail.com,San Jose,6623.56
4884761772815,1238351164,Chris Rodriguez,chris.rodriguez828@mail.com,Cupertino,512.98
121328918428,2236540473,Jordan Smith,jordan.smith633@test.com,Sunnyvale,4842.29
9935199220348,2133768853,Morgan Jones,morgan.jones332@example.com,Fremont,2970.89
8348901801236,5273813966,Morgan Jones,morgan.jones954@example.com,Santa Clara,6345.63
6667066268128,4433438981,John Brown,john.brown818@example.com,Fremont,6391.82
2674740789932,8707095246,Taylor Garcia,taylor.garcia294@example.com,Sunnyvale,5286.39
2711534250595,9114618001,Morgan Davis,morgan.davis898@example.com,Cupertino,5513.41
8754975702540,1224348954,Chris Brown,chris.brown38@mail.com,Mountain View,897.66
01992383553,0000404696,Alex Johnson,alex.johnson566@test.com,Santa Clara,532.92
2079923823129,1063305459,Riley Davis,riley.davis495@test.com,Milpitas,4403.91
7482563746771,3057909816,Jordan Miller,jordan.miller238@example.com,Sunnyvale,1705.77
2348897131632,3887423269,Taylor Rodriguez,taylor.rodriguez478@mail.com,Milpitas,6733.74
8987782246545,0860094688,Morgan Smith,morgan.smith120@mail.com,Mountain View,6298.17
4672265251299,2052777128,Taylor Garcia,taylor.garcia135@example.com,Milpitas,8612.81
8689424368800,9365006097,Jordan Brown,jordan.brown926@mail.com,Palo Alto,9544.67
1950870191361,3400161782,Pat Miller,pat.miller810@example.com,San Jose,2660.95
6693858811823,5956295237,Jordan Jones,jordan.jones46@mail.com,Milpitas,4094.52
679796082709,1409715700,John Garcia,john.garcia812@mail.com,Palo Alto,7816.11
0841101764712,538083813,Riley Martinez,riley.martinez448@example.com,Palo Alto,7284.08
8718018964388,043848654,Taylor Garcia,taylor.garcia140@test.com,San Jose,2699.48
7259538709195,8908057389,Alex Garcia,alex.garcia492@test.com,Milpitas,3903.74
2754238251385,3073830720,Chris Garcia,chris.garcia743@mail.com,Palo Alto,6565.17
